harari_latin,english,category,notes
qumira,squat,verb,
qumqum,pecking,noun,
qumqum baya,peck,verb,
qumsa,beauty; charm; attractiveness,noun,
qumut,kind of lid made of basket work,noun,
qumut baya,be coiled up,verb,
qumutto,kind of small thorn,noun,from Galla qummutto
qunac,flea,noun,
qunde,flea,noun,insect
qunna,kind of measure for grain,noun,from Cushitic
qunni,height; standing,noun,
qunni dallal,retailer who walks around with his goods without having a special place,noun,lit. the standing retailer
qunquna,coarse or stiff hair,noun,
qunwa,well behaved,adjective,
ququm,crust of bread,noun,from root quqem
qura,breakfast,noun,from Arabic (Aden) qura
qura aSa,admire,verb,
quran,Koran; death commemoration after three days,noun,from Arabic quran
quran aga,recite well the Koran or the lesson,verb phrase,
quran aSa,recite well the Koran or the lesson,verb,
quran gabata,large wooden bowl used for serving food on special occasions; food presented in the gabeta-bowl,noun,lit. 'the bowl of the Koran'
quran gabeta,large wooden bowl used for serving food on special occasions,noun,lit. the vessel of the Koran
quran ge,school,noun,lit. 'place of the Koran'
quran-zo abasala,study the Koran,verb,
quranqur,flesh between the kidneys,noun,
qurdana aSa,tie together creditor with debtor; tie two things together,verb,
qurdud,kind of small tick,noun,
qurqur,resourceful (man) especially in the usage of the language,adjective,perhaps from Galla korkoru
qurra,vicinity; near; close; recent,adjective,
qurra-be,soon; near,adverb,
qurraynat,closeness,noun,
qurti,certain; decision,noun,
quruf,peeled off,adjective,
qurunful,clove,noun,from Arabic qaranful
qus,piece,noun,
qusacca,who economises; who saves,adjective,from Galla qusacca
qusas,rubbish; dirt,noun,from Arabic qusas
qutti,leaf,noun,cf. G. qasal
qutti qahwa,coffee made from the leaves,noun,
qutur,knot,noun,
quwwa,strength,noun,from Arabic quwwa
quy,anger; anger that is not expressed,noun,
quy aSa,get angry,verb,
quyti,anger that is not expressed,noun,
raa,see,verb,Semitic root
raama,massage,verb,
rabsa aka,disturb,verb,
raddan,the visit made by the women to the relatives of the dead,noun,
radiyon,radio,noun,from English radio
raedi,thunder,noun,Semitic root related to tremble
rafad,the late hours of the morning,noun,
rafad inta,it is late,phrase,
rafraf baya,dangle and be flabby,verb,perhaps from Arabic rafraf
rafraf gigay,shaggy hair,noun,
raga,witness; evidence,noun,from Galla raga
raga saman,name of month,noun,lit. the fast of the old
raga tarasha,call a witness,verb,
raga tarraha,call a witness,verb phrase,
raga'a,coagulate,verb,
ragaa,coagulate,verb,Semitic root
ragafa,fall to the ground (fruit or leaves),verb,
ragaha,outweigh,verb,from Arabic ragaha
raganat,testimony,noun,
ragata,stamp; kick,verb,Ethiopic root
ragb,return,verb,metathesis of qrgb
raggata,hair that is neither coarse nor sleek,noun,perhaps meaning stamped down
raha,comfort; ease,noun,from Arabic raha
rahab,hunger,noun,from rahaba
rahaba,be hungry; starve,verb,Semitic root
rahabam,always hungry,adjective,from rahab
rahan,kind of fragrant plant,noun,from Arabic rayhan
rahas,bull calf,noun,Ancient Harari rahas meaning male
rahmat,mercy; compassion,noun,from Arabic
rahmatinna,merciful,adjective,from rahmat
rak'a,bending of torso in Moslem prayer ritual,noun,from Arabic rak'a
rakko,narrow,adjective,from Cushitic
rama,massage,verb,see reama
ramada,line up in a row small piles of spices or grain,verb,probably from Galla
rammit,hair waves,noun,body part/appearance
rangi,paint,noun,of Persian origin
raqqa,stupid,adjective,perhaps from Galla rakko
raqqage,mud,noun,from Cushitic
rashada,be mature; serious,verb,from Arabic rashada
rasmi,official,adjective,from Arabic rasmiyy
rat,spark; red hot pieces of wood that detach from fire,noun,perhaps from root rt
rata,the fourth day from today,noun,from root harat (four)
rata'a,win in a lawsuit,verb,Ethiopic root
ratina,the day before before yesterday,noun,lit. fourth day ago
ratli,pound (weight),noun,from Arabic ratl; Greek origin
ratta,the fourth day from today,noun,from rat meaning four
raxaba,obtain,verb,
raxrax,abundance,noun,probably from Arabic raha
raz,rice,noun/food,from Arabic ruaz
razza,bolt,noun,from Arabic raza
rehasa,be wet,verb,Ethiopic root
rema,massage,verb,variant of rama
reta,run,verb,Semitic root
retisa,be moist; be fresh,verb,variant of ritisa
rezina,be heavy; be serious,verb,Semitic root
riba,interest on money,noun,from Arabic riba
rig,granary of clay,noun,probably from Cushitic
riqqu,kind of eatable berry,noun/food,
risa'a,forge,verb,Ethiopic root
risala,letter,noun,from Arabic risala
risas,lead; bullet,noun,from Arabic rasa; Persian origin
ritisa,be moist; be fresh,verb,contamination of roots rtb and rhs
rixab,possession,noun,from raxaba
rixis,cheap,adjective,from rixisa
rixisa,be cheap,verb,from Arabic rahis
rizgi,sustenance; subsistence,noun,from rizuqa
rizin,heavy,adjective,from rezina
rizna,heaviness,noun,from rezina
rizuqa,bless someone with means of subsistence,verb,from Arabic razaqa; Persian origin
roga,steal,verb,probably related to Ethiopic root
rogi,thief,noun,
rota,run,verb,
ru-zo aga,withdraw oneself,verb phrase,
rubw,quart,noun,from Arabic rub
rufus,moist; fresh,adjective,from ritisa
ruh,soul,noun,from Arabic ruh
ruh méga,consciousness,noun,lit. knowing of the soul
ruh-zo tahasaba,search the soul,verb phrase,
ruha qilbi xana,be mad,verb,lit. be soul and heart
ruhiug,far; distant,adjective,from haga
ruhus,wet; humid,adjective,from rehasa
ruhwey,apprehension; fear,noun,connected with ruh meaning spirit
rukmi,corner,noun,from Arabic rukn
rukni,pillar,noun,from Arabic rukn
rul-zo fida ata,he sacrificed himself,verb,
rumman,pomegranate,noun/food,from Arabic rumman
rutta,wet; humid,adjective,from Semitic root rtb
ruxsa,permission; pile properly arranged,noun,from Arabic rujsa
sa,time; at the time of,noun,see saa
sa'a,hour; watch; time,noun,from Arabic sa'a; Aramaic origin
sa'ada,distribute; divide,verb,
sa'adu axbiya,the sixth period of the gay-season,noun,from Arabic sa'd al-abbiya
sa'adu bula',the fourth period of the gay-season,noun,from Arabic sa'd bula'
sa'adu sadda,the fifth period of the gay-season,noun,from Arabic sa'd as-su'id
sa'adu tabih,the third period of the gay-season,noun,from Arabic sa'ad ad-dabih
sa'ar,grass,noun,Semitic/Ethiopic root
sa'aza,early morning (after subi),noun,from Cushitic
sab'in,seventy,numeral,from Arabic sab'in (dialectal)
sabah arrat,talkativeness (lit. fat tongue),noun,
sabak,net,noun,from Arabic sabak
sabara,unknown verb example,verb,stress example
sabbaga,blanket,noun,also in Galla soboka
sabbak kaloyta,knitted cap,noun phrase,
sabira,break,verb,Semitic root
sabla,kind of fig-tree,noun,Ethiopic
sabri,patience; endurance,noun,from Arabic sabr
sabti,Saturday,noun,from Arabic sabt
sabuk kaloyta,knitted cap,noun phrase,clothing
sadada,chase away; expel,verb,Semitic root
sadaifam,uncircumcised,adjective,used as abuse
sadaqa,alms,noun,from Arabic sadaqa
sadar,black dress of women worn when they go out veiled,noun,from Persian cadar
sadiga,split something along the grain; crack,verb,Semitic root
saf,dish of roasted beef,noun/food,
safadara,camp,verb,Ethiopic root
safaita,joke,verb,from Arabic (Yemen) safat
safar,name of month,noun,from Arabic safar
safar lata,practice trade,verb,
safara,measure with a cup,verb,Semitic root
safargen,citrus fruit,noun/food,from Arabic safargal; Persian origin
safay,trip; journey,noun,from safara
safi,pure,adjective,from Arabic safi
safta,brigand; rebel,noun,
safta xana,rebel,verb,
sagala,hang up against the wall,verb,
sagara,toilet,noun,also in Galla sagara
sagari,antelope; gazelle,noun/animal,from Somali sagaro
sagga',brave; bold; courageous,adjective,
saggar,brave,adjective,from Arabic sajas
sagiya,butcher,noun,also in Galla suguyya
sagkaga,fly-swatter,noun,see sadada
sahada,profession of faith,noun,from Arabic sahada
sahada lahada,say the profession of faith,verb phrase,
sahan,ray,noun,used with iy (sun)
sahaq,laughter; smile,noun,from shaqa
sahat,urine,noun,
sahat asa,urinate,verb phrase,
sahhar,magician; sorcerer,noun,from Arabic sahhar
sahhara,wooden plank,noun,from Arabic sahara meaning chest
sahi,tea,noun,of Chinese origin
sahib,friend,noun,from Arabic sahib
sahid,witness,noun,from Arabic sahid
sahima,boat,noun,from Somali sahimad
sahir,magician; sorcerer,noun,variant of sahhar
sahna,dish; plate,noun,from Arabic sahna
saka,flee; run away,verb,Ethiopic root
sakaka,string; put in a row,verb,Semitic root
sakir,grateful,adjective,from Arabic sakir
sakki,doubt,noun,from Arabic sakk
sakki asa,doubt; suspect,verb phrase,
salada,shave,verb,
salaha,dance,verb,perhaps from Cushitic
salalu,paralysis,noun,
salalu wana,be paralyzed,verb phrase,
salam,peace,noun,from Arabic salam
salam bay,visitor,noun,
salama,decorate; adorn; reward,verb,
salamat,greetings,noun,from Arabic salam
salasa,Tuesday,noun,from Arabic at-talat
salat,prayer; midday; twelve o'clock,noun,from Arabic salat; Aramaic origin
salat bahar,afternoon,noun,time
salat gir,midday,noun,lit. 'time of prayer'
salata,salad,noun/food,from Western language through Arabic
salawat,intercessory prayer,noun,from Arabic salawat
salda,razor with handle,noun,
sale,kind of song requesting the girl for the dance,noun,
salem-be hara,pay a visit,verb phrase,literally 'go in peace'
salfi,row; line of people; parade,noun,perhaps from Arabic salafa
sallit,sesame,noun/food,from Arabic salit
salo,a man who lost one or several teeth,noun,from Galla sela
sam,the owner of a butcher's shop,noun,from asema
sama,candle,noun,from Arabic sam
sama'a,hear; listen,verb,Semitic root
saman,fast (n.); name of month of Ramadan,noun,from samana
samana,fast,verb,from Cushitic
samaqa,hide,verb,transitive
samata,gather; accumulate; collect,verb,Ethiopic root
samawi,blue,adjective,from sami
sambusa,kind of dish made with meat wrapped in flour,noun/food,from Persian through Arabic
samdaga,squeeze,verb,
same,my husband; my wife,noun,lit. my share
sami,heaven; sky,noun,Semitic root
samiz,shirt reaching below the waist,noun,from French chemise
samma,toga,noun,from Amharic
samsiya,parasol; umbrella,noun,from Arabic samsiya
samtarina,quiet,adjective,from samti
samti,quiet,noun,from sim baya
san,groin,noun,body part
sanabi,mustard,noun/food,from Galla sanabi; Greek origin
sanad,document,noun,from Arabic sanad
sandig,box,noun,from Arabic sanduq; Indian origin
sane,seed,noun,from Cushitic
sanfirgig asa,smile slightly,verb,lit. probably 'make the teeth appear'
sango,assembly; group of people,noun,
sango ila,sit in a group and chat,verb phrase,
sango tegebala,sit in a group and chat,verb phrase,
sani',ironsmith; potter,noun,from Arabic (Datina) sani'
sanit,ironsmith; potter,noun,
sankor,sweet taste of sugar cane,noun,used as endearment
sankore,my sweet sugar cane,noun phrase,term of endearment
santa,bald on the front sides,adjective,
sanxat,armband of horn,noun,
saq,small coin; money,noun,from Turkish sag through Arabic
saqat,grocery,noun,
saqat dukkan,grocery store,noun phrase,
saqi,good deed,noun,
sar,grass,noun,variant of sa'ar
sar gar,house with thatched roof,noun,
sara,canvass; tent (of canvass),noun,from Arabic sira
saraf sa,change money,verb phrase,
sarafa,chip; break the edges,verb,
saraqa,light of the moon,noun,
sarara,mount (male on female),verb,Ethiopic root
sarfi,the seventh period of the hirmi-season,noun,from Arabic as-sarja
sarfo,kind of game with pebbles,noun,
sari,mountain,noun,perhaps from Somali seri meaning forest
saria,Moslem law,noun,from Arabic sari'a
sarib,whiskers,noun,from Arabic sarib
sarif,descendant of the prophet Mohammed; honored person,noun,from Arabic sarif
sarik,partner,noun,from Arabic sarik
sarik xana,be a partner,verb phrase,
sarkam hay,freshly milked milk,noun/food,see hay milk
sarmitta,prostitute,noun,from Arabic sarmita
sarqi,east,noun,from Arabic sarq
sarri,vice,noun,from Arabic sarr
sarsara,small incisions on the lower part of the back,noun,
sarsira,saucer,noun,
sarti,bet,noun,from Arabic sart
sas,muslin,noun,from Arabic sas
sas baya,stoop; bow down; bend down,verb,
sasa,thirty; (by extension) teeth,numeral/noun,teeth are called sasa because a grown-up has thirty teeth
sat,eight,numeral,cf. Sem. tmn/smn
sat al-qam,the whole body,noun,
sat al-qim,the whole body,noun,probably from Arabic sa'at meaning extent
sat sa,whip; strike in a straight line,verb phrase,
sata,smell good; have fragrance; smell,verb,Ethiopic root
satara,curtain; partition serving to hide the view,noun,from Arabic situra
satat baya,go downwards,verb phrase,
satat sa,pull downwards,verb phrase,
satir,splinter,noun,Semitic/Ethiopic root
sattan,seventh,ordinal,from satti
satti,seven; week,numeral,Semitic root
sawla,the seventh period of the zirat-season,noun,from Arabic sawl
sax baya,be inert; faint,verb,Ancient Harari sajiti meaning weakness
saxana,shin of leg,noun/body,Ethiopic root
saxarat,agony,noun,from Arabic saharat-ul-mawt
saxax baya,make a rustling or hissing sound,verb phrase,onomatopoetic
saxi,generous,adjective,from Arabic sahiyy
saxinat,generosity; charity,noun,from saxi
saxita,become mouldy; be musty,verb,
say,kind of game,noun,
saya,shade,noun,cf. Te. Tna. salal
saydabal,two men who marry two sisters in relation to one another,noun,
saylat,tail of sheep,noun,animal part
saysamat,the year before last,noun,lit. the third year ago
saytan,devil; spirits,noun,from Arabic saytan
sayyaq,jeweler,noun,from Arabic sayyag
saza,early morning,noun,variant of sa'aza
saza vifada,late in the morning,adverb phrase,
sdbah tin,flint,noun,lit. fat stone
sdysdimdt,the year before last,noun,lit. the third year ago
sefal,round mat of grass placed on floor as tablecloth,noun,also Somali safal
selan,mat made of palm leaves,noun,Ethiopic/Cushitic
selat,sand; sandy region,noun,
sena,regret,noun,from Galla sena
senti,penknife,noun,Ethiopic/Cushitic
ser,root; bottom; near,noun,Ethiopic root
sera,fenced-in or not-fenced-in meadow considered as property,noun,from Galla sera
serri,thick bread made of wheat,noun/food,connected with Ethiopic words for wheat
sestina,before yesterday,noun,lit. three days ago
setava,line across a page; a split along the grain,noun,
seti,basket containing a plate used for storing biscuits,noun,
setra,split along the grain into splinters,verb,
shaqa,laugh,verb,Semitic root
siba,large jar of clay for water,noun,from Galla siba
sibab,pretext; reason; cause,noun,from Arabic sabab
sibah,fat (animal),adjective,from sibaha
sibaha,be fat (animal); be fertile,verb,Semitic/Ethiopic root
sibaitam,who has gray hair,adjective,
sibat,gray hair,noun,
sibax,dye,noun,variant of subax
sibiaitim xana,have gray hair,verb phrase,
sibiy,baby,noun,from Arabic sabiyy
sibo,wire,noun,
sibo wanfit,gauze wire,noun phrase,lit. filter of wire
sidaba,insult; abuse,verb,
sidbam,insult,noun,from sidaba
siddistan,sixth,ordinal,from siddisti
siddisti,six,numeral,Semitic root
siddisto,who has six fingers,noun,from siddisti
sif,sword,noun,from Arabic sayf; Aramaic origin
sifa,sew,verb,Semitic/Ethiopic root
sifaga,prayer mat made of skin,noun,from Arabic saggada
sifat,feature; quality; shape; form,noun,from Arabic sifa
siga,part; share,noun,from sa'ada
sigara,amble,verb,also in Galla
sigari,plaited basket serving as decoration of house,noun,
sigo,kind of small locust,noun/animal,from Galla sigo
sigtin,filtered butter with herbs (used as medicine for headaches),noun/medicine,
sihata,insert by forcing; fit,verb,Ethiopic root
sihsara,sand,noun,
sii,thing,noun,from Arabic say
siif iraz,suit (lit. cloth of wool),noun,clothing
siitva,crack; split,noun,
sika,be drunk,verb,Semitic/Ethiopic root
sikif baya,take a seat,verb phrase,from Galla
sikka,Harari money (in amir sikka),noun,from Arabic sikka
silaba,castrate,verb,Semitic/Ethiopic root
silata,be safe,verb,Semitic/Ethiopic root
silim sa,take a nap,verb phrase,
siliqqa-zo wata'a,become very thin (expression used by women),verb phrase,
sillah,smooth,adjective,perhaps metathesis of hallas
silmi,tick,noun,insect
silsilat,chain,noun,see sinsilat
sim,share; portion,noun,from Arabic sahm
sim baya,be quiet; be silent,verb,from Sidamo
simak,the second period of the zivat-season,noun,from Arabic as-sumak
simar,kind of leprosy that makes the skin white,noun,perhaps from Arabic asmay
siminto,cement,noun,from French ciment
simqiq baya,be sprained; be displaced (muscles),verb phrase,
sin,tooth,noun/body,variant of son
sinag,leg of animal,noun/body,
sinan,language; word; speech; conversation,noun,perhaps connected with Ge'ez
sinan bagih,talkative,adjective,
sinan-be qorama,use sharp language,verb,lit. hit with the language
sinat,art; craft; profession; skill,noun,probably from Arabic sina'at
sinawi,kind of woman's black dress worn over the ordinary dress,noun,
sindiq,palate,noun,body part
singa,castrated animal,noun,also in Galla
sinni,age; equal in age,noun,from Arabic sinn
sinsilat,chain,noun,Semitic root
sinti,fillet,noun,
siqala,hang against the wall or in any other place so that it swings,verb,Ethiopic; Syriac origin
siqaq,a cold,noun,illness
sir,porridge made of flour boiled in water,noun,food
sir baya,go around in a circle; be in a circle; surround,verb phrase,
sir gargab baya,turn around,verb phrase,
sira,picture,noun,from Arabic sira
sira'a,put in a row; line up; arrange,verb,Semitic/Ethiopic root
siraf asa,change money,verb,from Arabic sarafa
sirat,manners; behavior,noun,from Arabic sira
sirba,calf of leg,noun/body,from Cushitic
sirilabba,slope,noun,from Cushitic
sirkam hay,freshly milked milk,noun phrase,food
sirsir,walk,noun,
sirsir baya,take off the meat from the left-over bone,verb,
sirti,surrounding; surrounding area; circumference,noun,
sirti-be,around,adverb,
sirti-zo-be,all around it,adverb phrase,
sis,moth that eats wood; kind of black ant,noun/animal,from Arabic sis; Accadian origin
sisa,dust,noun,from Cushitic
sisotam,greedy; avaricious,adjective,from sissit asa
sisow asa,become sick of the sasow-disease,verb phrase,disease in baby
sissit asa,be greedy,verb,Ethiopic root
sista,after tomorrow,noun,lit. three days from today
sistah,third,ordinal,
sisti,three,numeral,Semitic root
sisti silal,kind of woman's dress in three colors,noun phrase,
sit,eight,numeral,Semitic root
sita,drink; absorb liquid,verb,Semitic root
siti,tapeworm; anthelmintic,noun/medicine,
sitra,the two front teeth,noun/body,
sittan,eighth,ordinal,from sit
sitti bari,small door leading from men's room to women's room,noun,sitti from Arabic sitt meaning woman
sitti biqla,kind of sazifa-shawl given to the bridegroom,noun,perhaps lit. seven hundred
sittin,sixty,numeral,from Arabic sittin (dialectal)
siva,valley having water in abundance; depression,noun,
sixara,be drunk,verb,Semitic/Ethiopic root
slay,kind of tree of the acacia type,noun,
slih,virtuous,adjective,from Arabic salih
sofa,rasp; file,noun,from Cushitic
sofi,ascetic,noun,from Arabic sufi
softi,chicken pox,noun,
son,tooth,noun/body,Semitic root
son dawwa,meat,noun,lit. the medicine of the tooth
sonkurta,onion,noun,food; of Greek origin
sonqi,provisions,noun,Ethiopic; passed into Galla
sor,food offered to a group on a special occasion; taste of food,noun/food,from Cushitic
sot,the young female relatives of the husband in relation to the wife,noun,kinship term
sotal,straight dagger,noun,
sox,cactus,noun,used in tin sox
soza rafade,late in the morning,adverb,
sra,business transaction,noun,used with beyi; from Arabic sira
su'um,whoever (in ahad su'um),pronoun,lit. any man
subat,midday meal (used by children),noun,Ethiopic root
subat day,the sharing of the subat-meal practiced by children,noun,
subax,dye,noun,from Arabic sibag
subbax,window,noun,from Arabic subbak
subhi,early morning (after ificic),noun,from Arabic subh; also in Galla
sudata,sniff,verb,from sata
suf,sunflower,noun,also in Cushitic
sugli iraz,apron (lit. cloth of work),noun,clothing
sugud,measure for wheat,noun,from Galla suguda
suguda,prostrate oneself; pray,verb,Arabic sagada; Aramaic origin
suguldum asa,doze,verb,
suhhun,dense,adjective,from Arabic sahana
suhum,grain boiled in water,noun,food
sukhmudud bya,slide,verb,
sukkar,sugar,noun/food,from Arabic sukkar; Sanskrit origin
sukri,gratitude,noun,from Arabic sukr
sullam,ladder,noun,from Arabic sullam; Aramaic origin
sulub,eunuch,noun,from silaba
sulus,a third,noun,probably from Arabic tulut
sum,name,noun,Semitic/Ethiopic root
sum day,namesake,noun,
sumbura,chick-peas,noun,food
sumbut,protruded nose,noun,archaic expression
summa,poison,noun,from Arabic summ; Aramaic related
summat,function,noun,
summugti-be,secretly; in hiding,adverb,
sumnit,function,noun,abstract form of sum
sundud,kind of necklace,noun,
sunna,non-obligatory prayers added to obligatory prayers,noun,from Arabic sunna
suqli,work,noun,from Arabic sugl
suqliivaz,apron,noun,lit. work cloth
surbo,thick soup (often without meat),noun,food; from Arabic surba
surrab,knit cloth,noun,from Turkish/Persian via Arabic
suruf,a person who has defects,noun,
surufan suruf,all chipped,adjective phrase,
sussum,bundle of qat the stems of which are shortened,noun,
sutna,good smell; fragrance,noun,from sata
sutri,secluded part; seclusion,noun,from Arabic sitr
suwa,name of month,noun,from Arabic sawwal
suwak,tooth scraper made of the root or of the stem of certain plants,noun,from Arabic siwak
suwak asa,brush the teeth,verb phrase,
suxsux baya,whisper,verb phrase,onomatopoetic
suxuy,drunk,adjective,from sixara
swab,reward given by God for good deeds,noun,from Arabic tawab
swal,question,noun,from Arabic swal
t-hazaba,keep in memory something bad that someone has done,verb,
ta,he is; it is,copula,
ta gir,if it is; however; but,conjunction,
ta marbarab,light rain during the rainy season,noun,lit. that which waters the threshing field
ta-gir,if it is; but,conjunction,
ta-laya,differ,verb,
taab,misery; trouble; difficult,noun,from Arabic ta'ab
taab asa,annoy; upset; cause trouble; tire; be difficult,verb phrase,
taab xana,become tired,verb phrase,
taana,load,verb,
tab,misery; trouble,noun,variant of taab
tab baya,be ready,verb phrase,from Cushitic
tab sa,prepare; repair; arrange,verb phrase,
taba,suck,verb,
tababa,be narrow,verb,
tababu,narrow,adjective,
tabaga,be satisfied with something; be limited,verb,
tabala'a,have the habit of biting,verb,
tabaqat,hardship,noun,
taberaga,be beautified; be decorated,verb,
tabi,seal,noun,from Arabic tabi
tabi asa,seal,verb phrase,
tabiha,skin an animal,verb,
tabiq,tight; difficult; strong; strict,adjective,
tabisa,fry meat; cauterize,verb,
tabiya,station,noun,from Arabic tabiya (fort)
tabtab asa,prepare,verb phrase,
tabtab baya,be prepared; be ready,verb phrase,
tadimdsa,be demolished,verb,passive
taf'ala,wish for something that depends on divine powers,verb,from Arabic
taf'ul,wish that depends on divine power,noun,
tafa,be satiated; be satisfied; be arrogant,verb,
tafaa,be extinguished (fire); be spoiled morally,verb,
tafaga,seek one another,verb,
tafalala,coil up; curl up; cover oneself with cloth,verb,
tafaliqa,be fractured (head),verb,
tafaqara,play or play and sing,verb,
tafardka,can; be able; be possible for someone,verb,
tafataha,be divorced,verb,
tafaxara,boast,verb,from Arabic
tafi,kind of millet,noun,food
tafit,slap,noun,
tafit-be mahata,slap,verb phrase,lit. hit with a slap
tafiyat,armband,noun,from Arabic (Aden) tafyat
tafliifala,break through (chicken through eggshell),verb,
tafragata,struggle,verb,
taga lata,travel,verb,
taga madabaya,crossroad,noun,lit. meeting point of roads
tagadala,fight; quarrel (verb),verb,
tagafara,be separated from one another; gallop (horse),verb,
tagahara,get hoarse,verb,
tagala,begin (intransitive),verb,
tagalala,watch the movements of someone by stalking him,verb,perhaps Tigrinya taguahalaya 'spy'
tageba,sit,verb,abbreviated form of tagabala
tagebala,sit down; stay,verb,
tagfafa,push one another,verb,
tagg,mead,noun,drink
tagida,collide; clash,verb,probably denominative of Ethiopic gas 'face'
tagir,if it is; but; however,conjunction,
tagona,yesterday; the day before,adverb,
tagragaba,come and go frequently; be repeated,verb,
tagulalaba,cover the head and part of the face with cloth,verb,
taha,milt,noun,body part
tahaca,feel sorry for someone; sympathise,verb,
tahaga,be pierced,verb,
tahak'a,be spilled,verb,passive
tahalada,be ended,verb,
tahana,be fine (flour); be clever,verb,
tahara,end up; be later; come later,verb,
taharriigu,take counsel from one another,verb phrase,reciprocal
tahasaba,settle the account,verb,
tahataba,wash oneself,verb,reflexive
tahay,down; under; beneath; lower,adverb,
tahir,pure; clean; neat,adjective,from Arabic tahir
tahir kalim,prayer mat,noun phrase,lit. pure mat
tahlil,a prescription written on a plate by an amulet writer; dissolved in water and drunk as medicine,noun,from Arabic tahlil
tahtah,playing cards,noun,onomatopoetic
tajabaga,glue,verb,intransitive
tajalafa,lay hold of something fast,verb,
takafala,be relieved (e.g. woman after birth); deliver a baby,verb,
takamala,be accomplished,verb,
takambari,gate of compound,noun,metathesis of katambari
takamberi,entrance of the compound,noun,variant: katambari
takasasa,sue,verb,
takecah asa,do something by producing a noise,verb,
takifala,be accomplished (an objective),verb,
takiy kalim,prayer rug,noun phrase,religious; literally 'pure rug'
takulala,roll,verb,intransitive
tala asa,heat slightly,verb phrase,
tala'a,be dark,verb,
talab,lukewarm (liquids); tepid,adjective,
talahaqa,borrow,verb,
talal mo?ot,kind of basket used as decoration of the house,noun,container
talamada,"be known, be customary",verb,
talaqa,plunge something into something; dip,verb,
talaqaha,borrow,verb,
talas,good manners,noun,
talas qalil,ill-mannered,adjective phrase,
tald baya,be lukewarm,verb phrase,
talfa,embroider,verb,
talga,depth; pain,noun,
talhaya,paper,noun,from Arabic talhiya
talila,filtered; limpid; pure; innocent; simpleton; mild of disposition,adjective,
talim,education,noun,from Arabic ta'lim
talisam,careless,adjective,
talla,wind; wind up; wrap; roll up; twist,verb,
tallaqa asa,plunge,verb phrase,
taltal,suspended,adjective,
taltal af,clavicle,noun phrase,lit. the suspended bone
taltal asa,make dangle; swing; hang; suspend,verb phrase,
taltal baya,dangle,verb phrase,intransitive
tama,taste good; be tasty; have flavor; taste,verb,
tamada,lay the yoke,verb,
tamaga,cross over / go across / step over something / violate,verb,
tamahata,fight,verb,
tamalaha,choose,verb,
tamalaka,own,verb,from Arabic malaka 'take in possession'
tamalata,be stripped off / be peeled off,verb,
tamam,whole,adjective,from Arabic tamam
tamam-be,completely,adverb,
tamam-um,all,adjective,from Arabic tamam
tamanin,eighty,numeral,from Arabic tamanin
tamanni,wish (n.),noun,
tamanni aa,wish (v.),verb phrase,
tamasa,lose,verb,
tamata,"suit, be suitable, be convenient",verb,
tamdla'a,become full,verb,
tami,greediness,noun,from Arabic tama
tan,smoke,noun,
tana,load,verb,variant of ta'ana
tanafa'a,make use of,verb,
tanaka,container made of tin (often used for drawing water),noun,from Arabic tanak; Turkish origin
tanasaba,get along together; agree with one another; harmonize; match,verb,from Ar. tanasaba
tandalala,be round,verb,
tandna,smoke,verb,
tanfas,breath,noun,from Semitic root nfs
tanfas aga,breathe; take a rest,verb phrase,lit. make go out the breath
tanfas asa,breathe; take a rest,verb phrase,
tanfas asaba,inhale,verb,
tanna,with,preposition,
taq,waste accumulated in the stomach,noun,
taqa,roll (of cloth),noun,from Arabic (Aden) taqa
taqafata,compete,verb,
taqaraha,take care of oneself; be observing; beware; be careful,verb,
taqarfa xana-b-,be short of something,verb,
taqariga xana-b-,be short of something,verb phrase,
taqasa,wink; nod; beckon; make allusion,verb,
taqat,niche,noun,from Persian via Arabic
taqemasa,become slim; become elegant,verb,lit. be sharpened
taqlaqla,be mixed together; be intermingled,verb,
taqmattara,wrinkle,verb,
taqunanta,pinch one another; pretend reluctance,verb,
tar,a split; a tear,noun,
tar asa,split hard objects; tear (cloth),verb phrase,
tar baya,digest,verb phrase,from Galla
tara,area; section,noun,
tara'a,call,verb,
taraa,have intercourse,verb,lit. meet
tarab,dew,noun,from Cushitic
taradi,consent,noun,from Arabic taradi
tarafa,remain; be in excess,verb,
taraga,sweep,verb,
taragaza,lean upon; lean back; rely upon,verb,
tarahama,give charity,verb,from Arabic rahima
taran,bad odor,noun,
tarara,be thirsty,verb,
tarata'a,lose in a lawsuit,verb,passive of rata'a
tarau,meet one another,verb,
tarawih,prayers in the evening of Ramadan,noun,from Arabic salat at-tarawih
taraxaba,be found; be present,verb,passive of raxaba
tarfi,the fourth period of the hirmi-season,noun,from Arabic at-tarf
targom baya,be silent; be quiet,verb phrase,expression used mainly by women
tarix,calendar,noun,from Arabic ta'rix
tarraha,mention the name of somebody; vocalize the consonants,verb,
tartib,arrangement,noun,from Arabic tartib
tas alaya,feel displeased,verb phrase,
tas asa,cause pleasure,verb phrase,
tas attasa,do a favor,verb phrase,
tas baya,be pleased; be glad; be content; rejoice; cheer up; be happy,verb phrase,
tasa,large can of tin,noun,from Arabic/Persian
tasa mahata,be bankrupt,verb phrase,lit. hit the tin
tasa'ala,implore; ask a favor from God,verb,Semitic root
tasafara,depart for a journey,verb,from Arabic safara
tasamaa,feel,verb,from sama'a
tasarafa,be chipped (tooth),verb,
